step,t,learning_rate,L_task_variance,sum_squared_task_residual_errors,epoch,L_task_batch_t,L_reg_batch_t,L_full_batch_t,weights_norm_sq_t,grad_L_task_norm_sq_t,q_value_L_task,q_second_derivative_L_task,lambda_measured_task_t,batch_size,L_task_test_t,est_avg_squared_task_residual_error,obs_avg_squared_task_residual_error
4567,4.56699999999986,0.001,0.3304889500141144,2693.22021484375,4567,1.0053880214691162,0.0027310400009155273,1.0081190614700317,54.62080001831055,0.18890661001205444,0.6031192135222938,-0.2943994832957401,1879.2962231345496,6000,,0.5544713254627404,0.4488700358072917
4568,4.56799999999986,0.001,0.33053553104400635,2692.7080078125,4568,1.0051991939544678,0.0027311729431152344,1.007930366897583,54.62345886230469,0.18883267045021057,0.6029877741868568,-0.2943033495676219,1878.970140363352,6000,,0.5543489172181749,0.44878466796875
4569,4.5689999999998605,0.001,0.33058205246925354,2692.196044921875,4569,1.0050106048583984,0.002731306648254395,1.0077419115066528,54.62613296508789,0.18875789642333984,0.6028564903364111,-0.29420726189664526,1878.635125762759,6000,,0.554226670091835,0.4486993408203125
4570,4.569999999999861,0.001,0.33062857389450073,2691.68408203125,4570,1.0048218965530396,0.002731439781188965,1.0075533363342286,54.6287956237793,0.18868565559387207,0.6027251130263133,-0.29411103810411526,1878.3254739110357,6000,,0.5541043564788158,0.448614013671875
4571,4.570999999999861,0.001,0.33067503571510315,2691.1728515625,4571,1.0046334266662598,0.002731572723388672,1.0073649993896485,54.63145446777344,0.18861433863639832,0.6025938912477491,-0.2940148605828397,1878.0244012681353,6000,,0.5539822039857483,0.44852880859375
4572,4.5719999999998615,0.001,0.33072152733802795,2690.661376953125,4572,1.00444495677948,0.0027317060470581057,1.0071766628265382,54.63412094116211,0.18854056298732758,0.6024626590255129,-0.2939186077732383,1877.6987436097013,6000,,0.5538600535875968,0.44844356282552084
4573,4.572999999999862,0.001,0.33076798915863037,2690.150146484375,4573,1.0042564868927002,0.002731839179992676,1.0069883260726928,54.636783599853516,0.18846753239631653,0.6023314163630239,-0.2938222796395702,1877.3803983293562,6000,,0.5537379140598312,0.44835835774739585
4574,4.573999999999862,0.001,0.3308144211769104,2689.63916015625,4574,1.0040682554244995,0.0027319723129272462,1.0068002277374268,54.63944625854492,0.18839389085769653,0.602200329308372,-0.293725998146254,1877.055342105846,6000,,0.5536159312776904,0.448273193359375
4575,4.5749999999998625,0.001,0.33086082339286804,2689.12841796875,4575,1.0038799047470093,0.0027321056365966797,1.006612010383606,54.642112731933594,0.18831604719161987,0.6020691488177676,-0.293629580400312,1876.6885587285135,6000,,0.5534938864458928,0.44818806966145835
4576,4.575999999999863,0.001,0.3309071958065033,2688.61767578125,4576,1.0036917924880981,0.002732238578796387,1.0064240310668946,54.644771575927734,0.188236266374588,0.6019381239813896,-0.29353320950922873,1876.3018211527117,6000,,0.5533719983639988,0.44810294596354167
4577,4.576999999999863,0.001,0.3309536278247833,2688.107177734375,4577,1.003503680229187,0.0027323719024658203,1.006236052131653,54.647438049316406,0.18816283345222473,0.6018070887579807,-0.29343676343723335,1875.97823588843,6000,,0.5532501080596232,0.44801786295572915
4578,4.5779999999998635,0.001,0.3309999704360962,2687.596923828125,4578,1.0033156871795654,0.0027325048446655274,1.006048192024231,54.65009689331055,0.18808512389659882,0.6016761261996193,-0.2933403033393888,1875.6116359604148,6000,,0.5531283103330927,0.4479328206380208
4579,4.578999999999864,0.001,0.33104631304740906,2687.0869140625,4579,1.0031278133392334,0.002732638168334961,1.0058604515075684,54.65276336669922,0.18801602721214294,0.6015452363294391,-0.29324382932307685,1875.3305572767438,6000,,0.553006592068785,0.44784781901041665
4580,4.579999999999864,0.001,0.3310926556587219,2686.5771484375,4580,1.0029399394989014,0.002732771110534668,1.005672710609436,54.65542221069336,0.1879395842552185,0.6014143361087552,-0.29314728020976344,1874.9760985534567,6000,,0.5528848803568641,0.44776285807291666
4581,4.5809999999998645,0.001,0.3311389684677124,2686.0673828125,4581,1.0027520656585693,0.002732904434204102,1.0054849700927735,54.65808868408203,0.18786706030368805,0.601283425540975,-0.2930506559639282,1874.6606241607005,6000,,0.5527631795786342,0.44767789713541667
4582,4.581999999999865,0.001,0.3311852514743805,2685.557861328125,4582,1.0025644302368164,0.0027330373764038085,1.0052974676132203,54.66074752807617,0.18779276311397552,0.6011526707793511,-0.29295407931267786,1874.3268281967282,6000,,0.5526416355655437,0.44759297688802085
4583,4.582999999999865,0.001,0.33123156428337097,2685.048583984375,4583,1.0023767948150635,0.0027331708908081057,1.0051099657058715,54.66341781616211,0.1877204328775406,0.6010219057036783,-0.29285742764861633,1874.012555243792,6000,,0.5525200937676507,0.44750809733072916
4584,4.5839999999998655,0.001,0.3312778174877167,2684.53955078125,4584,1.0021891593933105,0.0027333038330078128,1.0049224632263183,54.66607666015625,0.18764813244342804,0.6008911303173591,-0.292760700936314,1873.698475239488,6000,,0.552398567291181,0.44742325846354164
4585,4.584999999999866,0.001,0.33132404088974,2684.0302734375,4585,1.0020017623901367,0.00273343677520752,1.0047351991653442,54.66873550415039,0.18757374584674835,0.6007605108129216,-0.29266402218899495,1873.3629371837255,6000,,0.5522771975855705,0.44733837890625
4586,4.585999999999866,0.001,0.3313702344894409,2683.521484375,4586,1.0018142461776733,0.00273356990814209,1.0045478160858154,54.6713981628418,0.18749777972698212,0.6006297979297195,-0.2925672069413612,1873.011765715841,6000,,0.5521557659456797,0.44725358072916666
4587,4.5869999999998665,0.001,0.33141645789146423,2683.01318359375,4587,1.001626968383789,0.0027337030410766604,1.0043606714248656,54.6740608215332,0.1874275505542755,0.6004992409744387,-0.29247043987405796,1872.7172768791595,6000,,0.5520344823639294,0.44716886393229166
4588,4.587999999999867,0.001,0.33146265149116516,2682.504638671875,4588,1.0014396905899048,0.0027338361740112307,1.004173526763916,54.67672348022461,0.18735451996326447,0.6003686737613505,-0.2923735979031314,1872.3946949744297,6000,,0.5519132097678586,0.4470841064453125
4589,4.588999999999867,0.001,0.3315087556838989,2681.99658203125,4589,1.0012526512145996,0.0027339691162109377,1.0039866203308105,54.67938232421875,0.18728020787239075,0.60023826253521,-0.2922768044233809,1872.0586763134404,6000,,0.5517921026603794,0.44699943033854167
4590,4.5899999999998675,0.001,0.33155494928359985,2681.488525390625,4590,1.0010653734207153,0.002734102058410645,1.003799475479126,54.68204116821289,0.18721066415309906,0.6001076748297475,-0.2921798126347626,1871.7707372052325,6000,,0.5516708433498423,0.44691475423177085
4591,4.590999999999868,0.001,0.3316010534763336,2680.98046875,4591,1.0008782148361206,0.002734235191345215,1.003612450027466,54.6847038269043,0.18713699281215668,0.5999771600103899,-0.2920828076471185,1871.4411676162738,6000,,0.551549676651335,0.446830078125
4592,4.591999999999868,0.001,0.331647127866745,2680.47314453125,4592,1.000691294670105,0.002734368133544922,1.00342566280365,54.68736267089844,0.18706265091896057,0.5998468012403141,-0.2919858514265396,1871.104260609553,6000,,0.5514286667386451,0.4467455240885417
4593,4.5929999999998685,0.001,0.33169320225715637,2679.965576171875,4593,1.0005043745040894,0.0027345014572143556,1.0032388759613038,54.69002914428711,0.18699058890342712,0.5997164322685018,-0.2918888204122996,1870.7900485178839,6000,,0.5513076634956919,0.44666092936197915
4594,4.593999999999869,0.001,0.33173927664756775,2679.458251953125,4594,1.0003175735473633,0.0027346343994140627,1.0030522079467774,54.69268798828125,0.18691296875476837,0.5995861362515733,-0.2917917765228279,1870.4198524998292,6000,,0.5511867398138774,0.44657637532552086
4595,4.594999999999869,0.001,0.33178529143333435,2678.951171875,4595,1.0001308917999268,0.002734767532348633,1.0028656593322753,54.695350646972656,0.18683938682079315,0.5994559132124109,-0.2916947198661163,1870.0896866914907,6000,,0.5510659043922388,0.4464918619791667
4596,4.5959999999998695,0.001,0.33183133602142334,2678.4443359375,4596,0.9999441504478455,0.00273490047454834,1.0026790509223937,54.6980094909668,0.18676598370075226,0.5993256384245598,-0.2915975574766994,1869.7613290000588,6000,,0.5509450348855213,0.4464073893229167
4597,4.59699999999987,0.001,0.33187732100486755,2677.9375,4597,0.9997575283050537,0.002735033226013184,1.002492561531067,54.70066452026367,0.18668846786022186,0.5991954366407233,-0.2915003823930061,1869.391418334449,6000,,0.5508242536504806,0.4463229166666667
4598,4.59799999999987,0.001,0.331923246383667,2677.43115234375,4598,0.9995709657669067,0.002735166168212891,1.0023061319351196,54.70332336425781,0.18661822378635406,0.599065266294154,-0.29140316365091884,1869.0940799233765,6000,,0.550703524251412,0.446238525390625
4599,4.5989999999998705,0.001,0.3319692015647888,2676.9248046875,4599,0.9993845224380493,0.0027352989196777343,1.0021198213577271,54.70597839355469,0.1865474283695221,0.5989351689907874,-0.2913059323830946,1868.7908611263217,6000,,0.5505828700986363,0.4461541341145833
4600,4.599999999999871,0.001,0.33201512694358826,2676.41845703125,4600,0.9991980791091919,0.0027354322433471683,1.0019335113525392,54.70864486694336,0.18647649884223938,0.5988050615613019,-0.2912086264577916,1868.486198390116,6000,1.1015833740234375,0.5504622270210761,0.44606974283854167
4601,4.600999999999871,0.001,0.3320610523223877,2675.91259765625,4601,0.9990118145942688,0.0027355653762817385,1.0017473799705505,54.711307525634766,0.18640410900115967,0.5986750688069775,-0.2911113392715349,1868.1664099287157,6000,,0.5503416999762347,0.4459854329427083
4602,4.6019999999998715,0.001,0.33210697770118713,2675.40673828125,4602,0.9988254904747009,0.0027356981277465824,1.0015611886024476,54.71396255493164,0.18633697926998138,0.5985450243501702,-0.29101394633337546,1867.8993728729179,6000,,0.5502211432573338,0.445901123046875
4603,4.602999999999872,0.001,0.332152783870697,2674.901123046875,4603,0.9986392855644226,0.002735831069946289,1.001375116634369,54.71662139892578,0.18626457452774048,0.5984150530018466,-0.29091654111150494,1867.5791017626593,6000,,0.5501006834997364,0.44581685384114583
4604,4.603999999999872,0.001,0.3321986198425293,2674.3955078125,4604,0.9984532594680786,0.002735964012145996,1.0011892234802247,54.71928024291992,0.18619124591350555,0.5982851963937451,-0.2908191549297233,1867.2490681949168,6000,,0.5499803354480327,0.44573258463541665
4605,4.6049999999998725,0.001,0.3322444558143616,2673.890625,4605,0.9982672333717346,0.00273609676361084,1.0010033301353454,54.7219352722168,0.18611662089824677,0.5981553297216406,-0.29072169425003636,1866.905918750488,6000,,0.5498599941718744,0.4456484375
4606,4.605999999999873,0.001,0.33229026198387146,2673.38525390625,4606,0.9980812072753906,0.0027362300872802734,1.0008174373626708,54.72460174560547,0.18604402244091034,0.5980254529889065,-0.29062415903760414,1866.5829841629984,6000,,0.5497396640161826,0.445564208984375
4607,4.606999999999873,0.001,0.33233603835105896,2672.880615234375,4607,0.997895359992981,0.002736362648010254,1.0006317226409913,54.72725296020508,0.18597805500030518,0.5978956910548732,-0.2905266431188729,1866.326094495001,6000,,0.5496194542500941,0.4454801025390625
4608,4.6079999999998735,0.001,0.33238184452056885,2672.375732421875,4608,0.9977095723152161,0.0027364953994750978,1.0004460677146911,54.72990798950195,0.1859043836593628,0.5977659607081465,-0.29042908405202905,1865.9916677670662,6000,,0.5494992833783301,0.44539595540364585
4609,4.608999999999874,0.001,0.33242759108543396,2671.87109375,4609,0.9975237250328064,0.002736628341674805,1.0002603533744812,54.732566833496094,0.1858268827199936,0.5976361787115779,-0.2903314192042459,1865.6188096304109,6000,,0.5493790915603366,0.4453118489583333
4610,4.609999999999874,0.001,0.3324732780456543,2671.36669921875,4610,0.997338056564331,0.002736761283874512,1.0000748178482055,54.735225677490234,0.18575294315814972,0.5975065115720846,-0.2902337739040943,1865.2811933656062,6000,,0.5492590244673567,0.445227783203125
4611,4.6109999999998745,0.001,0.332518994808197,2670.862548828125,4611,0.9971525073051453,0.002736894416809082,0.9998894017219544,54.73788833618164,0.18568286299705505,0.5973769176904393,-0.29013611694920477,1864.9819653052873,6000,,0.5491390327076878,0.4451437581380208
4612,4.611999999999875,0.001,0.33256465196609497,2670.358642578125,4612,0.9969669580459595,0.0027370269775390628,0.9997039850234986,54.74053955078125,0.18560819327831268,0.5972473138198349,-0.29003838563517575,1864.6365314684674,6000,,0.5490190564320497,0.44505977376302086
4613,4.612999999999875,0.001,0.3326103687286377,2669.85498046875,4613,0.996781587600708,0.0027371597290039066,0.9995187473297119,54.743194580078125,0.1855357140302658,0.5971178248773945,-0.289940674218579,1864.3125992933972,6000,,0.5488991875967588,0.444975830078125
4614,4.6139999999998755,0.001,0.33265602588653564,2669.351318359375,4614,0.9965961575508118,0.002737292861938477,0.9993334504127502,54.74585723876953,0.1854662448167801,0.596988284330833,-0.2898428570626041,1864.0189399160834,6000,,0.5487792978498104,0.4448918863932292
4615,4.614999999999876,0.001,0.3327016234397888,2668.84765625,4615,0.9964107871055603,0.0027374256134033203,0.9991482127189636,54.748512268066406,0.18539535999298096,0.596858775462551,-0.2897449970173451,1863.7108235458622,6000,,0.5486594600169372,0.44480794270833335
4616,4.615999999999876,0.001,0.332747220993042,2668.3447265625,4616,0.9962255954742432,0.002737558364868164,0.9989631538391113,54.75116729736328,0.18532226979732513,0.5967293815805623,-0.28964715712410133,1863.3800397740806,6000,,0.5485397382797724,0.44472412109375
4617,4.6169999999998765,0.001,0.33279281854629517,2667.841552734375,4617,0.9960403442382812,0.0027376914978027344,0.998778035736084,54.75382995605469,0.18524810671806335,0.596599936114134,-0.28954921145940277,1863.0384836242156,6000,,0.5484199870194181,0.4446402587890625
4618,4.617999999999877,0.001,0.33283835649490356,2667.338623046875,4618,0.9958552718162537,0.002737824058532715,0.9985930958747864,54.7564811706543,0.18517442047595978,0.5964706056726926,-0.28945128611661575,1862.7012166051893,6000,,0.5483003604944974,0.4445564371744792
4619,4.618999999999877,0.001,0.33288389444351196,2666.8359375,4619,0.9956702589988708,0.002737957000732422,0.9984082159996033,54.75914001464844,0.1850978285074234,0.5963413069741281,-0.2893533181287368,1862.334468627917,6000,,0.5481807772697049,0.44447265625
4620,4.6199999999998775,0.001,0.33292943239212036,2666.33349609375,4620,0.9954853653907776,0.0027380895614624026,0.99822345495224,54.76179122924805,0.18503211438655853,0.5962120816916615,-0.2892553391307018,1862.0768018812157,6000,,0.5480612737550741,0.444388916015625
4621,4.620999999999878,0.001,0.3329748809337616,2665.8310546875,4621,0.9953004717826843,0.0027382225036621096,0.9980386942863464,54.76445007324219,0.18495959043502808,0.5960828465208142,-0.2891572859882727,1861.7505084864367,6000,,0.5479417900842768,0.44430517578125
4622,4.621999999999878,0.001,0.3330203592777252,2665.3291015625,4622,0.9951156377792358,0.0027383548736572266,0.9978539926528931,54.76709747314453,0.18488512933254242,0.5959536431316036,-0.2890591903125398,1861.4044712707412,6000,,0.5478223454263984,0.44422151692708334
4623,4.6229999999998785,0.001,0.33306577801704407,2664.8271484375,4623,0.9949309229850769,0.0027384878158569336,0.9976694108009339,54.76975631713867,0.18481209874153137,0.5958245132067839,-0.2889610838102528,1861.07245987771,6000,,0.5477029891088288,0.44413785807291667
4624,4.623999999999879,0.001,0.3331111669540405,2664.325439453125,4624,0.9947462677955627,0.0027386205673217774,0.9974848883628845,54.77241134643555,0.18473516404628754,0.5956954150957677,-0.28886293489716025,1860.7008820095252,6000,,0.5475836804290867,0.4440542399088542
4625,4.624999999999879,0.001,0.3331565260887146,2663.82373046875,4625,0.9945616722106934,0.0027387535095214845,0.9973004257202148,54.77507019042969,0.18466320633888245,0.5955663488114414,-0.28876474361065163,1860.3791840228453,6000,,0.5474644193923299,0.4439706217447917
4626,4.6259999999998795,0.001,0.33320188522338867,2663.322509765625,4626,0.9943771958351135,0.0027388864517211915,0.9971160822868347,54.77772903442383,0.1845909059047699,0.5954373560460633,-0.2886665417293075,1860.0536633830868,6000,,0.5473452380935027,0.4438870849609375
4627,4.62699999999988,0.001,0.33324727416038513,2662.8212890625,4627,0.9941927194595337,0.002739018821716309,0.99693173828125,54.78037643432617,0.1845168024301529,0.5953083534569208,-0.2885682658321727,1859.7098598601006,6000,,0.5472260594580403,0.44380354817708334
4628,4.62799999999988,0.001,0.3332926034927368,2662.3203125,4628,0.9940083026885986,0.0027391515731811523,0.9967474542617798,54.78303146362305,0.18444429337978363,0.5951793827330821,-0.28846994767396955,1859.3818811344881,6000,,0.5471069327882467,0.4437200520833333
4629,4.6289999999998805,0.001,0.3333379328250885,2661.819580078125,4629,0.9938240647315979,0.0027392839431762696,0.9965633486747741,54.78567886352539,0.1843707263469696,0.5950505272651904,-0.2883716509180464,1859.0427323305562,6000,,0.5469879222640005,0.4436365966796875
4630,4.629999999999881,0.001,0.3333832323551178,2661.31884765625,4630,0.9936398267745972,0.0027394168853759767,0.9963792436599731,54.78833770751953,0.18429845571517944,0.5949216620089193,-0.28827328023495613,1858.7165418671514,6000,,0.5468689230257481,0.4435531412760417
4631,4.630999999999881,0.001,0.3334285318851471,2660.818359375,4631,0.993455708026886,0.002739549255371094,0.9961952572822571,54.790985107421875,0.1842235028743744,0.5947928703580516,-0.28817489931202916,1858.3629231817397,6000,,0.5467500035561716,0.4434697265625
4632,4.6319999999998815,0.001,0.333473801612854,2660.318115234375,4632,0.9932716488838196,0.002739682197570801,0.9960113310813904,54.793643951416016,0.18415206670761108,0.5946641106365195,-0.28807647637396344,1858.0445338511938,6000,,0.5466311317706889,0.4433863525390625
4633,4.632999999999882,0.001,0.3335190415382385,2659.81787109375,4633,0.9930875301361084,0.0027398149490356445,0.995827345085144,54.79629898071289,0.1840744912624359,0.5945352994540576,-0.28797794764118845,1857.6642103316542,6000,,0.5465122349133384,0.443302978515625
4634,4.633999999999882,0.001,0.33356428146362305,2659.318359375,4634,0.9929036498069763,0.0027399477005004883,0.9956435975074768,54.798954010009766,0.18399959802627563,0.5944066453280266,-0.2878794726704887,1857.3103057224514,6000,,0.5463934906032974,0.4432197265625
4635,4.6349999999998825,0.001,0.3336094617843628,2658.818603515625,4635,0.9927198886871338,0.002740080451965332,0.9954599691390991,54.80160903930664,0.18392489850521088,0.5942780648839254,-0.2877809878019718,1856.9579734476838,6000,,0.5462748346577314,0.4431364339192708
4636,4.635999999999883,0.001,0.3336547017097473,2658.31884765625,4636,0.9925360679626465,0.0027402128219604495,0.995276280784607,54.804256439208984,0.18385043740272522,0.5941494330109905,-0.28768239720401567,1856.608057044037,6000,,0.5461561407978651,0.4430531412760417
4637,4.636999999999883,0.001,0.33369988203048706,2657.819580078125,4637,0.9923523664474487,0.0027403459548950198,0.9950927124023438,54.80691909790039,0.18378175795078278,0.5940208748455578,-0.287583796783754,1856.3161572249296,6000,,0.5460375353152487,0.4429699300130208
4638,4.6379999999998835,0.001,0.33374500274658203,2657.32080078125,4638,0.9921687841415405,0.0027404781341552734,0.9949092622756958,54.80956268310547,0.18371139466762543,0.5938923904098515,-0.2874851866507765,1856.0068891353621,6000,,0.545919018205669,0.4428868001302083
4639,4.638999999999884,0.001,0.3337901830673218,2656.821533203125,4639,0.9919852018356323,0.0027406110763549805,0.9947258129119873,54.81222152709961,0.18363986909389496,0.5937638962851868,-0.2873865028103593,1855.685772504687,6000,,0.5458004995931132,0.4428035888671875
4640,4.639999999999884,0.001,0.33383530378341675,2656.32275390625,4640,0.9918016791343689,0.002740743446350098,0.994542422580719,54.81486892700195,0.18356983363628387,0.593635434198477,-0.28728777730467153,1855.3794776500035,6000,,0.5456820329935932,0.442720458984375
4641,4.6409999999998846,0.001,0.33388039469718933,2655.82421875,4641,0.9916182160377502,0.0027408761978149417,0.9943590922355652,54.81752395629883,0.1834975779056549,0.5935070041624768,-0.28718901017160003,1855.050504395609,6000,,0.5455636141280823,0.4426373697916667
4642,4.641999999999885,0.001,0.3339254856109619,2655.325927734375,4642,0.9914348721504211,0.002741008758544922,0.994175880908966,54.82017517089844,0.1834220588207245,0.5933786479198001,-0.2870902335730628,1854.6881603887653,6000,,0.5454452750897754,0.4425543212890625
4643,4.642999999999885,0.001,0.3339705765247345,2654.827392578125,4643,0.9912515878677368,0.0027411413192749024,0.9939927291870118,54.82282638549805,0.18335360288619995,0.5932503237595936,-0.2869914154708939,1854.396994417838,6000,,0.5453269795183616,0.44247123209635414
4644,4.6439999999998856,0.001,0.3340155780315399,2654.32958984375,4644,0.991068422794342,0.002741273880004883,0.9938096966743469,54.825477600097656,0.18328239023685455,0.5931220734307191,-0.2868925880749578,1854.0775848389994,6000,,0.5452087766113083,0.44238826497395833
4645,4.644999999999886,0.001,0.3340606689453125,2653.831787109375,4645,0.990885317325592,0.0027414064407348636,0.9936267237663269,54.828128814697266,0.18320666253566742,0.5929938552160239,-0.2867937192992749,1853.7122527408962,6000,,0.5450906043568089,0.4423052978515625
4646,4.645999999999886,0.001,0.3341057002544403,2653.333984375,4646,0.9907022714614868,0.0027415390014648437,0.9934438104629517,54.830780029296875,0.1831313520669937,0.5928656691282145,-0.2866948091818962,1853.3508847251803,6000,,0.5449724841376992,0.44222233072916667
4647,4.6469999999998866,0.001,0.33415067195892334,2652.83642578125,4647,0.9905192852020264,0.002741671371459961,0.9932609565734863,54.83342742919922,0.1830657422542572,0.5927375151799903,-0.28659585776090224,1853.087455063487,6000,,0.5448544159542655,0.442139404296875
4648,4.647999999999887,0.001,0.33419564366340637,2652.33935546875,4648,0.9903363585472107,0.0027418037414550784,0.9930781622886657,54.83607482910156,0.18299154937267303,0.5926093933840442,-0.28649686507440203,1852.7369098324525,6000,,0.5447363912685003,0.44205655924479165
4649,4.648999999999887,0.001,0.3342406451702118,2651.84228515625,4649,0.9901535511016846,0.0027419366836547855,0.9928954877853393,54.8387336730957,0.18291854858398438,0.592481345504827,-0.28639786345214024,1852.3980541003627,6000,,0.5446184421770203,0.4419737141927083
4650,4.649999999999888,0.001,0.33428558707237244,2651.34521484375,4650,0.9899708032608032,0.0027420690536499024,0.9927128723144532,54.84138107299805,0.18284618854522705,0.5923533298094903,-0.2862988206885819,1852.0654414556911,6000,,0.544500545133485,0.441890869140625
4651,4.650999999999888,0.001,0.3343304991722107,2650.848388671875,4651,0.9897880554199219,0.0027422014236450198,0.9925302568435669,54.84402847290039,0.18277309834957123,0.5922253045526973,-0.2861997044824261,1851.7253174882642,6000,,0.544382659521423,0.4418080647786458
4652,4.651999999999888,0.001,0.33437544107437134,2650.351806640625,4652,0.9896054863929749,0.0027423341751098636,0.9923478205680847,54.846683502197266,0.1827014684677124,0.5920973950211124,-0.28610061189042635,1851.399482625974,6000,,0.544264885874858,0.44172530110677083
4653,4.652999999999889,0.001,0.3344203531742096,2649.85546875,4653,0.9894229173660278,0.0027424663543701173,0.992165383720398,54.849327087402344,0.18262803554534912,0.5919694759533793,-0.28600144593232635,1851.0552617723015,6000,,0.5441471236748677,0.441642578125
4654,4.653999999999889,0.001,0.3344651758670807,2649.359130859375,4654,0.9892404079437256,0.0027425992965698243,0.9919830072402954,54.851985931396484,0.18255196511745453,0.5918415891201443,-0.28590223898592454,1850.6840526923127,6000,,0.5440294177985346,0.44155985514322915
4655,4.654999999999889,0.001,0.33451002836227417,2648.86328125,4655,0.9890580773353577,0.0027427316665649417,0.9918008090019226,54.85463333129883,0.1824800968170166,0.5917138180749396,-0.28580305596020633,1850.3549308078432,6000,,0.543911823897303,0.4414772135416667
4656,4.65599999999989,0.001,0.3345547914505005,2648.3671875,4656,0.9888757467269897,0.0027428640365600586,0.9916186107635498,54.85728073120117,0.18240486085414886,0.5915860375283694,-0.285703799659414,1849.991540871027,6000,,0.5437942499725339,0.44139453125
4657,4.65699999999989,0.001,0.3345996141433716,2647.871826171875,4657,0.9886934161186218,0.0027429962158203127,0.9914364123344421,54.85992431640625,0.18232886493206024,0.5914582474837334,-0.28560447005005724,1849.6203142766192,6000,,0.5436766747455478,0.44131197102864583
4658,4.65799999999989,0.001,0.3346443772315979,2647.37646484375,4658,0.9885112047195435,0.0027431291580200198,0.9912543338775635,54.86258316040039,0.18226578831672668,0.5913305315038521,-0.28550513211308726,1849.3797827742235,6000,,0.5435591879376475,0.44122941080729167
4659,4.658999999999891,0.001,0.3346891403198242,2646.881103515625,4659,0.9883291125297546,0.0027432613372802735,0.991072373867035,54.86522674560547,0.1821957528591156,0.5912028896106306,-0.28540578595884614,1849.0682917241222,6000,,0.5434417810381956,0.4411468505859375
4660,4.659999999999891,0.001,0.33473387360572815,2646.385986328125,4660,0.9881470203399658,0.002743393707275391,0.9908904140472412,54.86787414550781,0.18212173879146576,0.5910752382540486,-0.2853063665874101,1848.716308902676,6000,,0.5433243856279588,0.4410643310546875
4661,4.660999999999891,0.001,0.3347785472869873,2645.89111328125,4661,0.9879651665687561,0.0027435264587402346,0.9907086930274963,54.87052917480469,0.18204936385154724,0.5909477445935911,-0.2852070042818447,1848.380323137508,6000,,0.5432071513088164,0.4409818522135417
4662,4.661999999999892,0.001,0.33482325077056885,2645.396484375,4662,0.9877831935882568,0.002743658447265625,0.9905268520355225,54.8731689453125,0.1819789558649063,0.5908201579168375,-0.28510750367792076,1848.064458462718,6000,,0.5430898473165758,0.4408994140625
4663,4.662999999999892,0.001,0.334867924451828,2644.90185546875,4663,0.9876013994216919,0.0027437910079956057,0.9903451904296875,54.87582015991211,0.181904599070549,0.5906926871846724,-0.2850080277337308,1847.7079843754243,6000,,0.5429726638350206,0.44081697591145835
4664,4.663999999999892,0.001,0.33491259813308716,2644.407470703125,4664,0.987419605255127,0.0027439231872558594,0.9901635284423829,54.87846374511719,0.18182849884033203,0.5905652070332436,-0.28490847867863855,1847.3336729784357,6000,,0.5428554876210395,0.44073457845052083
4665,4.664999999999893,0.001,0.33495721220970154,2643.913330078125,4665,0.9872379302978516,0.002744055938720703,0.9899819862365723,54.88111877441406,0.18175570666790009,0.5904378010686412,-0.28480892182934703,1846.9925842038367,6000,,0.5427383998344367,0.4406522216796875
4666,4.665999999999893,0.001,0.3350018262863159,2643.41943359375,4666,0.987056314945221,0.0027441883087158205,0.9898005032539368,54.883766174316406,0.18168514966964722,0.590310427508178,-0.28470932459746906,1846.6739654582525,6000,,0.5426213556577302,0.4405699055989583
4667,4.666999999999893,0.001,0.3350464105606079,2642.92578125,4667,0.9868748188018799,0.002744320297241211,0.9896191390991211,54.88640594482422,0.18161541223526,0.5901831281719487,-0.28460971974464033,1846.3633089390523,6000,,0.5425043956663975,0.4404876302083333
4668,4.667999999999894,0.001,0.3350909948348999,2642.43212890625,4668,0.9866933226585388,0.0027444526672363283,0.9894377753257751,54.88905334472656,0.18154621124267578,0.5900558194604336,-0.2845100418876763,1846.0580025329223,6000,,0.5423874429721034,0.4404053548177083
4669,4.668999999999894,0.001,0.3351355195045471,2641.938720703125,4669,0.9865120053291321,0.002744585418701172,0.9892565907478332,54.89170837402344,0.18147797882556915,0.5899286268180624,-0.2844103893060827,1845.7620523121834,6000,,0.5422706150317701,0.4403231201171875
4670,4.669999999999894,0.001,0.33518001437187195,2641.4453125,4670,0.9863307476043701,0.0027447174072265626,0.9890754650115967,54.89434814453125,0.18140670657157898,0.5898014666422099,-0.28431069659276187,1845.4349488583964,6000,,0.5421538349571905,0.44024088541666667
4671,4.670999999999895,0.001,0.33522459864616394,2640.952392578125,4671,0.9861494302749634,0.00274484977722168,0.988894280052185,54.896995544433594,0.18133357167243958,0.5896742553056529,-0.2842108981488587,1845.088911793649,6000,,0.5420370131742445,0.44015873209635414
4672,4.671999999999895,0.001,0.33526909351348877,2640.45947265625,4672,0.9859682321548462,0.002744982147216797,0.9887132143020629,54.89964294433594,0.18125997483730316,0.5895471182712424,-0.2841110923978035,1844.737791633896,6000,,0.5419202840685731,0.44007657877604167
4673,4.672999999999895,0.001,0.3353135585784912,2639.966796875,4673,0.9857870936393738,0.002745114326477051,0.9885322079658508,54.902286529541016,0.1811847984790802,0.5894200137346761,-0.2840112465836069,1844.3703395586372,6000,,0.5418036028505449,0.4399944661458333
